7,960,Архангельская область,0,39999,UTC +03:00
7,960,Архангельская область,50000,199999,UTC +03:00
7,960,Архангельская область,40000,49999,UTC +03:00
7,962,Архангельская область,6590000,6659999,UTC +03:00
7,963,Архангельская область,2000000,2009999,UTC +03:00
7,964,Архангельская область,2900000,2999999,UTC +03:00
7,964,Архангельская область,3000000,3029999,UTC +03:00
7,965,Архангельская область,7310000,7349999,UTC +03:00
7,981,Архангельская область,6500000,6549999,UTC +03:00
7,981,Архангельская область,5500000,5799999,UTC +03:00
7,999,Архангельская область,2500000,2502999,UTC +03:00
7,999,Архангельская область,2750000,2752999,UTC +03:00
7,902,Астраханская область,1100000,1199999,UTC +04:00
7,902,Астраханская область,3500000,3519999,UTC +04:00
7,902,Астраханская область,9530000,9559999,UTC +04:00
7,902,Астраханская область,9930000,9959999,UTC +04:00
7,903,Астраханская область,3210000,3219999,UTC +04:00
7,903,Астраханская область,3470000,3499999,UTC +04:00
7,903,Астраханская область,3780000,3789999,UTC +04:00
7,904,Астраханская область,7280000,7284999,UTC +04:00
7,905,Астраханская область,600000,609999,UTC +04:00
7,905,Астраханская область,3600000,3649999,UTC +04:00
7,905,Астраханская область,4800000,4819999,UTC +04:00
7,906,Астраханская область,1770000,1799999,UTC +04:00
7,906,Астраханская область,4550000,4599999,UTC +04:00
7,908,Астраханская область,6100000,6299999,UTC +04:00
7,909,Астраханская область,3720000,3769999,UTC +04:00
7,917,Астраханская область,0,29999,UTC +04:00
7,917,Астраханская область,800000,999999,UTC +04:00
7,917,Астраханская область,1700000,1999999,UTC +04:00
7,927,Астраханская область,700000,799999,UTC +04:00
7,927,Астраханская область,2800000,2829999,UTC +04:00
7,927,Астраханская область,2840000,2859999,UTC +04:00
7,927,Астраханская область,5500000,5899999,UTC +04:00
7,927,Астраханская область,6600000,6649999,UTC +04:00
7,927,Астраханская область,7400000,7449999,UTC +04:00
7,958,Астраханская область,7910000,7914999,UTC +04:00
7,958,Астраханская область,5410770,5410819,UTC +04:00
7,960,Астраханская область,8510000,8669999,UTC +04:00
7,961,Астраханская область,540000,569999,UTC +04:00
7,961,Астраханская область,6520000,6559999,UTC +04:00
7,961,Астраханская область,7980000,7999999,UTC +04:00
7,961,Астраханская область,8120000,8169999,UTC +04:00
7,961,Астраханская область,9750000,9759999,UTC +04:00
7,962,Астраханская область,7510000,7559999,UTC +04:00
7,965,Астраханская область,4500000,4549999,UTC +04:00
7,967,Астраханская область,3300000,3379999,UTC +04:00
7,967,Астраханская область,3380000,3399999,UTC +04:00
7,967,Астраханская область,8200000,8429999,UTC +04:00
7,988,Астраханская область,600000,799999,UTC +04:00
7,988,Астраханская область,1700000,1799999,UTC +04:00
7,988,Астраханская область,5900000,5939999,UTC +04:00
7,988,Астраханская область,5950000,6009999,UTC +04:00
7,989,Астраханская область,5600000,5699999,UTC +04:00
7,989,Астраханская область,6800000,6869999,UTC +04:00
7,989,Астраханская область,7900000,7999999,UTC +04:00
7,989,Астраханская область,9600000,9699999,UTC +04:00
7,999,Астраханская область,6000000,6014999,UTC +04:00
